"9780226034041";"http://www.olavodecarvalho.org/semana/090914dc.html";"A África às avessas"
"9780226034041";"https://youtu.be/jEL2NPwWCks";"Muslim Genocide on Black Africans Through Mass-Castration - Tidiane N´Diaye"
"9780226034041";"https://www.youtube.com/watch?v=Ov9GFPmoOPg";"The Untold Story of Arab Slave Trade Of Africans"
"9780830837212";"https://youtu.be/tV9GDuhb-ec";"(Em Português) Richard Dawkins Vs Alister McGrath O Debate 1 de 7"
"9780830837212";"https://youtu.be/aGZEbj-6M3Q";"(Em Português) Richard Dawkins Vs Alister McGrath O Debate 2 de 7"
"9780830837212";"https://youtu.be/-AXoZiDgauE";"(Em Português) Richard Dawkins Vs Alister McGrath O Debate 3 de 7"
"9780830837212";"https://youtu.be/qsgBdDo4iSc";"(Em Português) Richard Dawkins Vs Alister McGrath O Debate 4 de 7"
"9780830837212";"https://youtu.be/Fe2bBafVPcc";"(Em Português) Richard Dawkins Vs Alister McGrath O Debate 5 de 7"
"9780830837212";"https://youtu.be/85DyL5eQWtA";"(Em Português) Richard Dawkins Vs Alister McGrath O Debate 6 de 7"
"9780830837212";"https://youtu.be/SIWwb35OT_4";"(Em Português) Richard Dawkins Vs Alister McGrath O Debate 7 de 7"
"9780830837212";"https://youtu.be/bLdsRfkkTf4";"Richard Dawkins Debates Alister McGrath"
"9780830837212";"https://www.youtube.com/watch?v=_AiiV3kDb3c";"Is God A Delusion? - Alister McGrath"
"9780830837212";"http://web.archive.org/web/20070205052825/http://www.alternet.org/mediaculture/47052/";"The Dawkins Delusion"
"9780830837212";"http://web.archive.org/web/20070930153825/http://www.belfasttelegraph.co.uk/features/daily-features/article2241900.ece";"Religious persuasion"
"9780830837212";"https://web.archive.org/web/20071121212625/http://www1.salvationarmy.org.uk/uki/www_uki.nsf/vw-issue/AE0146DF87403B4B8025727B00551BC4?opendocument&id=08A6C25A6C448C868025727B0053D676";"In the beginning... there was God"
"9781405125383";"https://triablogue.blogspot.com/2006/11/taking-on-dawkins-godan-interview-with.html";"Taking On Dawkins' God:An interview with Alister McGrath"
"9781405125383";"http://www.cis.org.uk/upload/southampton/2006-dawkins-god/alister-mcgrath_slides.pdf";"(Lecture) Dawkins Dawkins' God: Genes, Memes, and the meaning Genes, Memes, and the meaning of life. of life."
"9781939438232";"https://archive.org/details/pdfy-Iqz3ytYcb3wWYJ0c";"(Book) The Best Enemy Money Can Buy"
"9781939438232";"https://youtu.be/UwBqHzhdauk";"(Interview) The Best Enemies Money Can Buy - Prof. Antony C. Sutton (1980)"
"9781939438232";"https://www.youtube.com/watch?v=najmjjZoRjw";"(Entrevista) Entrevista de Antony Sutton Wall Street e a ascensão de Hitler. Parte 1/3"
"9781939438232";"https://www.youtube.com/watch?v=_eIEaO27hdQ";"(Entrevista) Entrevista de Antony Sutton Wall Street e a ascensão de Hitler. Parte 1/3"
"9781939438232";"https://www.youtube.com/watch?v=DtWM4UcpHc0&t=2s";"(Entrevista) Entrevista de Antony Sutton Wall Street e a ascensão de Hitler. Parte 1/3"
"9781939438232";"http://old.olavodecarvalho.org/semana/140216dc.html";"Difamação por osmose";"Muito antes da criação dessa página, porém, o economista inglês Antony C. Sutton já havia demonstrado, com abundância de documentos, que nem a economia soviética nem o movimento comunista internacional teriam sobrevivido sem a bilionária ajuda americana (v. The Best Enemy Money Can Buy. E já em 1956 uma comissão de inquérito da Câmara dos Representantes dos EUA havia confirmado a vasta colaboração das fundações bilionárias com o movimento comunista (v. René A. Wormser, Foundations: Their Power and Influence, New York, Devin-Adair, 1958)"
"9781939438232";"http://old.olavodecarvalho.org/english/other/071009interview_en.html";"Olavo de Carvalho answers the questions of the Editors of Wydawnictwo Podziemne";"Socialism as an economic system is a myth. Ludwig von Mises demonstrated, more than eighty years ago, that under a socialist veil there remains always a market economy in disguise. Socialism exists only as a “movement”, as a permanent thrust for subversion and destruction. As such, it cannot survive without the help it receives from big capitalists, or rather from the ones I call metacapitalists – the macro-investors that were made so stunningly rich by the capitalist game that they somehow transcend it and do not accept the risks of a free market anymore. They then try to consolidate their power as an oligarchy of political controllers. To this end they use socialist subversion as their tool, and at the same time the socialist leadership tries to use them as its tool. The so-called “convergence” between socialism and capitalism is just a new ornamental denomination for an old reality. Please read “The Best Enemy Money Can Buy” by Anthony Sutton. Socialism is opposed to genuine free-market economy (as well as to Christian civilizational values that sustain it), but not to monopolistic and globalist capitalism. The main supporters of the socialist subversion in Latin America are the American billionaire foundations (Ford, Rockefeller, Soros) and the radical chic elite of the American Democratic Party."
"9781939438232";"http://olavodecarvalho.org/lindeza-de-estupidez/";"Lindeza de estupidez";"O grande capital, especialmente americano, subsidiou o movimento comunista com uma generosidade ilimitada, incomparavelmente superior a qualquer ajuda que possa ter prestado a nazistas e fascistas, antes ou depois (v. Antony C. Sutton, The Best Enemy Money Can Buy, Liberty House Press, 1986; Wall Street and the Bolshevik Revolution, reed. Clairview Books, 2011; e sobretudo os três volumes da série Western Technology & Soviet Economic Development publicados pela Hoover Institution)."
"9781939438232";"http://olavodecarvalho.org/o-mundo-como-jamais-funcionou/";"O mundo como jamais funcionou";"Desde logo, a escolha privilegia alguns títulos de segunda mão em vez das fontes essenciais. The Naked Capitalist, por exemplo, é apenas uma boa obra de polêmica que nada acrescenta às pesquisas volumosas e pioneiras do economista inglês Anthony Sutton. Sutton começou estudando a ajuda militar americana à URSS durante a II Guerra Mundial e acabou descobrindo que toda a indústria pesada soviética era uma fachada de papelão só mantida em pé pela força do dinheiro ocidental. Espantado, pôs-se a investigar por que os maiorais das finanças nos EUA haviam gastado tanto só pelo prazer de fornecer ao seu país “o melhor inimigo que o dinheiro podia comprar” (The Best Enemy Money Can Buy, título de um de seus melhores livros). De quebra, descobriu que ajuda igualmente generosa havia escoado para o III Reich, comprando não só um inimigo, mas dois. No intuito de resolver o enigma, passou a estudar as origens históricas da elite americana. Por pura sorte, vieram parar nas suas mãos os documentos originais de uma sociedade secreta fundada no século XIX, mas ainda em funcionamento, que reunia as famílias mais ricas e poderosas dos EUA. Sutton acrescenta à inflexível probidade científica um irritante comedimento britânico. Ele reproduz esses documentos em An Introduction to “The Order” (1983) com o máximo cuidado de ater-se aos fatos e evitar conclusões precipitadas, mas toda essa precaução não impediu que a publicação do livro pusesse um abrupto ponto final numa brilhante carreira universitária. Qualquer que seja o caso, esse grande estudioso, que viveu uma das aventuras intelectuais mais fascinantes do século XX, foi muito odiado, xingado e amaldiçoado, mas jamais contestado formalmente. O leitor interessado em saber quem manda no mundo não pode se dispensar de ler os livros dele."
"9781939438232";"http://olavodecarvalho.org/profetas-do-capitalismo-global/";"Profetas do capitalismo global;"Marx tinha alguma razão ao dizer que o capitalismo traz em si as sementes da sua própria destruição, mas essas sementes não estão na miséria crescente, na diminuição do consumo e na expansão ilimitada do proletariado. Simetricamente ao contrário, estão na prosperidade crescente que multiplica ilimitadamente a classe dos intelectuais ociosos, na expansão avassaladora da “indústria cultural” que os lisonjeia e aquece suas ambições e, por fim, na cooptação dos próprios capitalistas como financiadores da revolução mundial, embriagados pela falsa onipotência da economia de mercado desligada dos fatores culturais e religiosos que a geraram. Um bom ecoomista com algum gênio filosófico – isto é, um sujeito que fosse as duas coisas que Marx imaginava ser — teria podido prever esse desenvolvimento já no tempo dele. Infelizmente, o advento do próprio marxismo desviou o eixo da discussão para as virtudes respectivas, reais ou supostas, da economia socialista e capitalista. Mesmo depois que Ludwig von Mises demonstrou a absoluta inviabilidade da primeira, o debate continuou equacionado como um confronto entre dois sistemas econômicos. Erro mais alienante não poderia haver. O socialismo não é sistema econômico nenhum, é apenas uma casca ideológica construída em cima de uma economia que, informalmente, continua capitalista. Capitalista em sentido duplo: pela dose cavalar de capitalismo clandestino que o governo socialista não pode erradicar de maneira alguma e pela dependência crônica da ajuda proveniente dos países capitalistas (sobre esses dois aspectos, leiam, respectivamente, “Russia’s Economy of Favours: Blat, Networking and Informal Exchange”, de Alena V. Ledeneva, Cambridge University Press, 1998, e o já aqui citado “The Best Enemy Money Can Buy”, de Antony C. Sutton, Billings, Montana, Liberty House Press, 1986). Pelo lado econômico, o socialismo nunca foi nem será páreo para o capitalismo: o perigo que ele oferece é cultural e político: cultural, pela energia inesgotável que suga do próprio capitalismo através do crescente “proletariado intelectual”, como já expliquei acima; e político, pelos regimes teratológicos que vai criando aqui e ali, sempre com o apoio dessa massa ambiciosa e barulhenta."
"9788573088946";"https://www.migalhas.com.br/dePeso/16,MI40166,51045-O+Cristianismo+e+a+Constituicao";"O Cristianismo e a Constituição"
"9780895260345";"https://catholicexchange.com/the-myth-of-hitlers-pope-an-interview-with-rabbi-david-g-dalin";"(Interview) The Myth of Hitler’s Pope: An Interview with Rabbi David G. Dalin"
"9780895260345";"http://olavodecarvalho.org/o-fim-de-uma-longa-farsa/";"O fim de uma longa farsa";"O ex-chefe da espionagem romena, Ion Mihai Pacepa, confessou recentemente que a onda de acusações ao Papa Pio XII, que começou com a peça de Rolf Hochhuth, O Vigário (1963), e culminou no livro de John Cornwell, O Papa de Hitler (1999), foi de cabo a rabo uma criação da KGB.##NEWP## O conteúdo da sua denúncia já estava desmoralizado desde 2005, graças ao estudo do rabino David G. Dalin, The Myth of Hitler’s Pope, publicado pela Regnery, do qual o público brasileiro praticamente nada sabe até agora, pois o livro não foi traduzido nem mencionado na grande mídia. Com a revelação das fontes, nada sobra de confiável na lenda  do “Papa de Hitler”, que, no Brasil, graças à omissão da mídia e das casas editoras, tem campo livre para continuar sendo alardeada como verdade pura. Da Grijalbo nada se pode esperar. É tradicionalmente pró-comunista e nem sei se ainda existe. Mas a Imago, editora de O Papa de Hitler, parece ser honesta o bastante para reconhecer sua obrigação moral de publicar o livro do rabino Dalin. Noto, de passagem, que eu mesmo, quando li a denúncia de Cornwell, acreditei em tudo e cheguei a citá-la em artigo. Que Deus me perdoe."
"9780895260345";"http://olavodecarvalho.org/a-guerra-contra-as-religioes/";"A guerra contra as religiões";
"9780895260345";"http://olavodecarvalho.org/miseria-intelectual-sem-fim/";"Miséria intelectual sem fim";"Resta ainda o fenômeno, mórbido em último grau, da polêmica de mão única. Sua fórmula é a seguinte: uma discussão qualquer aparece na mídia americana, conservadores e esquerdistas produzem dezenas de livros a respeito e a parte esquerdista é publicada no Brasil sem suas respostas conservadoras, simulando consenso universal em questões que, no mínimo, permanecem em disputa. O establishment cultural brasileiro materializa assim o koan budista de bater palmas com uma mão só. Isso é a norma, sobretudo, nas polêmicas anticristãs. Uma fajutice barata como O Papa de Hitler , de John Cornwell, teve várias edições e toda a atenção da mídia. Os muitos livros sérios que desmantelaram a farsa (sobretudo o do rabino David Dalin, The Myth of the Hitler Pope , e o do eminente filósofo Ralph McInnerny, The Defamation of Pius XII ) continuam inacessíveis e não foram nem mesmo mencionados na mídia soi-disant cultural. Ninguém sequer noticiou que o próprio Cornwell, surpreendido de calças na mão, retirou muitas das acusações que fizera a Pio XII. No Brasil elas ainda são repetidas como verdades provadas."
